Name,StockCode,UPC,QtyOnHand,UnitPrice,Category
FUME EXTRA STRAWBERRY,7330411828,6973304118280,8,13.0,NICOTINE VAPES
FUME EXTRA MANGO,7330411838,6973304118389,7,12.0,NICOTINE VAPES
CUVIE PLUS STRAWBERRY WATERMELON,7382670034,6973826700345,7,14.99,NICOTINE VAPES
CUVIE PLUS PEACH ICE,7382670495,6973826704954,4,14.99,NICOTINE VAPES
CUVIE PLUS NUTS TOBACCO,7382670821,6973826708211,6,14.99,NICOTINE VAPES
FUME EXTRA BANANA ICE,7471014368,6974710143682,7,13.0,NICOTINE VAPES
FUME EXTRA BLUE RAZZ,7471014371,6974710143712,3,13.0,NICOTINE VAPES
FUME EXTRA MINT ICE,7471014372,6974710143729,6,13.0,NICOTINE VAPES
FUME EXTRA LUSH ICE,"7471014374, 7330411822",6974710143743,10,13.0,NICOTINE VAPES
FUME EXTRA GRAPE,7471014375,6974710143750,2,13.0,NICOTINE VAPES
FUME EXTRA STRAWBERRY WATERMELON,7471014376,6974710143767,10,13.0,NICOTINE VAPES
FUME EXTRA STRAWBERRY MANGO,7471014377,6974710143774,4,13.0,NICOTINE VAPES
FUME EXTRA STRAWBERRY BANANA,7471014378,6974710143781,10,13.0,NICOTINE VAPES
FUME EXTRA PINA COLADA,7471014379,6974710143798,9,13.0,NICOTINE VAPES
FUME EXTRA CUBAN TOBACCO,7471014386,6974710143866,5,13.0,NICOTINE VAPES
FUME EXTRA BLUEBERRY MINT,7471014388,6974710143880,5,13.0,NICOTINE VAPES
FUME EXTRA TROPICAL FRUIT,7471014391,6974710143910,7,13.0,NICOTINE VAPES
FUME EXTRA DOUBLE APPLE,7471014393,6974710143934,5,13.0,NICOTINE VAPES
FUME EXTRA BLACK ICE,7471014400,6974710144009,12,13.0,NICOTINE VAPES
FUME ULTRA MINT ICE,7471014466,6974710144665,3,16.0,NICOTINE VAPES
FUME EXTRA MIAMI MIX,7471014413,6974710144139,0,13.0,NICOTINE VAPES
FUME ULTRA STRAWBERRY MANGO,"7471014471, 7330411284",6974710144719,7,16.0,NICOTINE VAPES
FUME ULTRA PEACH ICE,"7330411486, 7471014486",6974710144863,5,16.0,NICOTINE VAPES
FUME ULTRA BLACK ICE,"7471014494, 6974710144948",6974710144948,5,16.0,NICOTINE VAPES
FUME ULTRA MIAMI MIX,7471014506,6974710145068,2,16.0,NICOTINE VAPES
FUME EXTRA HAWAII JUICE,7471014661,6974710146614,10,13.0,NICOTINE VAPES
FUME EXTRA DRAGON PAPAYA,7471014676,6974710146768,6,13.0,NICOTINE VAPES
RAZ 9K STRAWBERRY ICE,7598405286,6975984052861,0,30.0,NICOTINE VAPES
RAZ 9K STRAWBERRY SHORTCAKE,7598405288,6975984052885,0,30.0,NICOTINE VAPES
RAZ 9K NIGHT CRAWLER,7598405290,6975984052908,0,30.0,NICOTINE VAPES
RAZ 9K DRAGON FRUIT LEMONADE,7598405292,6975984052922,0,30.0,NICOTINE VAPES
RAZ 9K POLAR ICE,7598405294,6975984052946,0,30.0,NICOTINE VAPES
RAZ 9K BLUE RAZZ ICE,"7598405298, 9011000006",8990110000064,4,30.0,NICOTINE VAPES
RAZ 9K BLUEBERRY WATERMELON,"7598405300, 9011000016",6975984053004,5,30.0,NICOTINE VAPES
RAZ 9K MIAMI MINT,7598405302,6975984053028,0,30.0,NICOTINE VAPES
RAZ 9K MANGO COLADA,7598405304,6975984053042,0,30.0,NICOTINE VAPES
RAZ 9K GRAPE ICE,7598405308,6975984053080,0,30.0,NICOTINE VAPES
RAZ 9K TRIPLE BERRY ICE,"7598405310, 9011000018",8990110000187,4,30.0,NICOTINE VAPES
RAZ 9K WATERMELON ICE,"7598405312, 9011000014",8990110000149,3,30.0,NICOTINE VAPES
RAZ 9K CACTUS JACK,7598405314,6975984053141,0,30.0,NICOTINE VAPES
RAZ 9K CHERRY LEMON,7598405316,6975984053165,0,30.0,NICOTINE VAPES
RAZ 9K VIOLET,7598405469,6975984054698,0,30.0,NICOTINE VAPES
RAZ 9K RUBY,7598405471,6975984054711,0,30.0,NICOTINE VAPES
RAZ 9K VICKY,7598405473,6975984054735,0,30.0,NICOTINE VAPES
RAZ 9K TIFFANY,7598405475,6975984054759,0,30.0,NICOTINE VAPES
RAZ 9K ORANGE RASPBERRY,7598405503,6975984055039,0,30.0,NICOTINE VAPES
RAZ 9K BLUE RAZZ COTTON CLOUDZ,"7598405505, 9011000028",8990110000286,4,30.0,NICOTINE VAPES
RAZ 9K PINEAPPLE PASSIONFRUIT GUAVA,7598405516,6975984055169,0,30.0,NICOTINE VAPES
RAZ 9K CLEAR,7598405520,6975984055206,0,30.0,NICOTINE VAPES
RAZ 9K TOBACCO,7598405522,6975984055220,3,30.0,NICOTINE VAPES
RAZ 9K GEORGIA PEACH,7598405564,6975984055640,0,30.0,NICOTINE VAPES
RAZ 9K BLACK CHERRY PEACH,7598405750,6975984057507,0,30.0,NICOTINE VAPES
RAZ 9K SOUR MANGO PINEAPPLE,7598405752,6975984057521,0,30.0,NICOTINE VAPES
RAZ 9K TROPICAL STORM,7598405754,6975984057545,0,30.0,NICOTINE VAPES
VAYU THCO TINCTURE PASSIONFRUIT,8008002101,7180080021010,0,41.6,"THCA RELATED: Flower, Carts & Vapes"
VAYU THCA PRE ROLLS PLATINUM PANCAKES,"8008005101, 8037005101",7180080051017,3,14.55,"THCA RELATED: Flower, Carts & Vapes"
VAYU THCO PREROLL - SOUR LIFTER - HYBRID,8008005102,7180080051024,2,10.4,"THCA RELATED: Flower, Carts & Vapes"
VAYU THCA 2.5 SOUR TANGIE,8008201003,7180082010036,1,46.8,"THCA RELATED: Flower, Carts & Vapes"
VAYU THCA 2.5 MIMOSA,8008201104,7180082011040,5,46.8,"THCA RELATED: Flower, Carts & Vapes"
VAYU THCA 2.5 BLACKBERRY KUSH,8008201201,7180082012016,1,46.8,"THCA RELATED: Flower, Carts & Vapes"
VAYU DELTA DISPOSABLE,8009001101,7180090011018,0,31.2,"THCA RELATED: Flower, Carts & Vapes"
VAYU DELTA DISPOSABLE,8009001202,7180090012022,0,31.2,"THCA RELATED: Flower, Carts & Vapes"
VAYU DELTA DISPOSABLE,8009001102,7180090011025,0,31.2,"THCA RELATED: Flower, Carts & Vapes"
VAYU DELTA TINCTURE LEMON CITRUS,7180090020010,7180090020010,0,35.0,"THCA RELATED: Flower, Carts & Vapes"
VAYU DELTA TINCTURE CHERRY PEPPERMINT,8009002101,7180090021017,0,36.4,"THCA RELATED: Flower, Carts & Vapes"
VAYU DELTA TINCTURE BLUEBERRY LAVENDER LEMONADE,7180090022014,7180090022014,1,35.0,"THCA RELATED: Flower, Carts & Vapes"
VAYU GUMMIES BLUEBERRY LAVENDER,8029203201,7180292032019,0,25.99,EDIBLES
VAYU THCA 1G SOUR TANGIE,8038001003,7180380010035,0,36.4,"THCA RELATED: Flower, Carts & Vapes"
VAYU THCA 1G STRAWBERRY COUGH,8038001005,7180380010059,0,36.4,"THCA RELATED: Flower, Carts & Vapes"
VAYU THCA 1G ZKITTLEZ,8038001205,7180380012053,0,36.4,"THCA RELATED: Flower, Carts & Vapes"
CASA LOS ANDES MALBEC,9818789031,7798187890318,3,14.99,VAPE JUICES
ADALYA 250G LOVE 66,8151138242,8681511382421,1,25.99,HOOKAH RELATED
ADALYA 250G MINT,8151138255,8681511382551,2,25.99,HOOKAH RELATED
ADALYA 50G BLUEBERRY MINT,8151138620,8681511386207,9,5.99,HOOKAH RELATED
ADALYA 50G ENGLISH LORD,8151138351,8681511383510,4,5.99,HOOKAH RELATED
ADALYA 50G MINT,8151138691,8681511386917,3,5.99,HOOKAH RELATED
ADALYA 50G LOVE,8151138677,8681511386771,5,5.99,HOOKAH RELATED
ADALYA 50G MADAGASCAR NIGHTS,8151138780,8681511387808,3,5.99,HOOKAH RELATED
ADALYA 50G BLUE MLN,8151138759,8681511387594,10,5.99,HOOKAH RELATED
ADALYA 50G MI AMOR,8165570011,8681655700112,4,5.99,HOOKAH RELATED
ADALYA 250G MI AMOR,8165571753,8681655717530,1,25.99,HOOKAH RELATED
ADALYA 250G ENGLISH LORD,8165571790,8681655717905,1,25.99,HOOKAH RELATED
ADALYA 250G BLUE MLN,8165576502,8681655765029,1,25.99,HOOKAH RELATED
THREE KINGS CHARCOAL,1629433100,8716294331004,35,3.0,HOOKAH RELATED
TEQUILA VAPE PEACH MANGO PINEAPPLE,8020137964,9780201379648,0,20.0,NICOTINE VAPES
CYRYL BOWL DESIGN,609851135437/609851135420,609851135437609851135420,1,12.48,HOOKAH RELATED
TONGS FOR HOOKAH,616366978488/616366978480,616366978488616366978480,1,4.99,HOOKAH RELATED
VAYU DELTA 2.5G DISPOSABLE,7180092010057/7180092011030/7180092012051,718009201005771800920110307180092012051,4,41.6,"THCA RELATED: Flower, Carts & Vapes"
DESIGN BOWL,9999800014,9999800014,4,13.51,HOOKAH RELATED
VAYU THCA 1G BISCOTTI,9999800016,9999800016,0,36.4,"THCA RELATED: Flower, Carts & Vapes"
VAYU THCA 1G HARDCORE OG,9999800017,9999800017,0,36.4,"THCA RELATED: Flower, Carts & Vapes"
COCOUS CHARCOAL 1KG,0229977079,602299770790,0,15.99,HOOKAH RELATED
3CHI POD BLACK VELVET,9999800021,9999800021,1,15.5,"THCA RELATED: Flower, Carts & Vapes"
3CHI POD BLUE DREAM,9999800022,9999800022,0,15.5,"THCA RELATED: Flower, Carts & Vapes"
3CHI POD CRUISE CONTROL,9999800023,9999800023,0,15.5,"THCA RELATED: Flower, Carts & Vapes"
3CHI POD DARK MAGIC,9999800024,9999800024,1,15.5,"THCA RELATED: Flower, Carts & Vapes"
3CHI POD FULL THROTTLE,9999800025,9999800025,0,15.5,"THCA RELATED: Flower, Carts & Vapes"
3CHI POD GOD'S GIFT,9999800026,9999800026,1,15.5,"THCA RELATED: Flower, Carts & Vapes"
3CHI POD INTERSTELLAR,9999800027,9999800027,0,15.5,"THCA RELATED: Flower, Carts & Vapes"
3CHI POD MIND TRIP,9999800028,9999800028,0,15.5,"THCA RELATED: Flower, Carts & Vapes"
3CHI POD PINEAPPLE EXPRESS,9999800029,9999800029,0,15.5,"THCA RELATED: Flower, Carts & Vapes"
3CHI PODS TROPICAL RUNTZ,9999800030,9999800030,1,15.5,"THCA RELATED: Flower, Carts & Vapes"
ADALYA 50G BLUEBERRYS,8151138617,8681511386177,7,5.99,HOOKAH RELATED
ADALYA 50G TWO APPLES,9999800033,9999800033,10,5.99,HOOKAH RELATED
ADALYA 50G BLUE ORANGE,9999800032,9999800032,7,5.99,HOOKAH RELATED
BACKWOODS 5PK DARK BERRY,7161020949,071610209497,4,7.76,TOBACCO PRODUCTS
BACKWOODS 5PK VANILLA,7161020335,071610203358,7,7.5,TOBACCO PRODUCTS
BACKWOODS 5PK SMOKED CARAMEL,7161021169,071610211698,3,8.0,TOBACCO PRODUCTS
BAKEBOXX 3.5G BLUE DREAM THCA PEN,5005894780,850058947808,0,36.0,"THCA RELATED: Flower, Carts & Vapes"
BB GUMMIES 1000MG 10PK STRAWBERRY WATERMELON,0524764533,605247645337,0,19.99,EDIBLES
BB THC GUMMIES 1000MG SOUR APPLE 2 PIECES,8745553403,987455534031,0,7.99,EDIBLES
BLACK MILD SINGLE JAZZ,7013711121,070137111214,19,1.5,TOBACCO PRODUCTS
BONER BEAR FEMALE,9584791653,795847916538,7,12.99,EDIBLES
BYO LARGE ALUMINUM FOIL,4800000146,84814601,0,5.2,HOOKAH RELATED
CANDY CO.CREAMY STRAWBERRY,6038743209,3760387432098,0,15.99,VAPE JUICES
CANDY KING 35MG STRAW WAT BUBBLEGUM ICE,4421682817,644216828173,0,18.72,VAPE JUICES
CANNABIS MOCKTAIL CREATOR,9999800076,9999800076,3,22.87,"THCA RELATED: Flower, Carts & Vapes"
CHRONIC HEMP PRE ROLLS,9999800087,9999800087,19,8.32,"THCA RELATED: Flower, Carts & Vapes"
CLAY COLOR HOOKAH BOWL,9999800091,9999800091,0,15.6,HOOKAH RELATED
COCO NARA CHARCOAL 20 PIECES,8700055310,5287000553100,0,6.19,HOOKAH RELATED
COOKIES GUMMIES 1000MG CEREAL MILK,2659762577,9999800099,2,20.0,EDIBLES
COOKIES  GUMMIES 1000MG LONDON POUND,2659762575,9999800100,3,20.0,EDIBLES
CY DISPOSABLE HOSE,0985113960,609851139602,5,4.0,HOOKAH RELATED
CYRIL HOSE,9999800107,9999800107,2,31.2,HOOKAH RELATED
CYRILL HOOKAH BOWL,9999800108,9999800108,1,16.64,HOOKAH RELATED
D8 HI COOKIES,9999800109,9999800109,2,25.99,EDIBLES
DOZO LIVE ROSIN 2.5G HYBRID LEMON CHERRY GELATO,0985117145,609851171459,0,45.99,"THCA RELATED: Flower, Carts & Vapes"
DOZO LIVE ROSIN 2.5G SATIVA RASPBERRY LEMONADE,0985117159,609851171596,0,40.0,"THCA RELATED: Flower, Carts & Vapes"
DOZO LIVE ROSIN 2.5G INDICA PAPAYA,0985117149,609851171497,0,45.99,"THCA RELATED: Flower, Carts & Vapes"
DUB HOOKAH,9999800123,9999800123,0,83.2,HOOKAH RELATED
DUTCH GOLD FUSION,7161020368,071610203686,13,1.5,TOBACCO PRODUCTS
ELYXR LIVE RESIN PARTY PACK GUMMIES,9999800129,9999800129,0,29.12,EDIBLES
FADED FRUITS GUMMIES 500MG,5201914470,152019144708,0,15.99,EDIBLES
FUME EXTRA CLEAR,7471014412,6974710144122,3,13.0,NICOTINE VAPES
FUME INFINITY GRAPE ICE,"7330411707, 4182173075",6973304117078,5,21.0,NICOTINE VAPES
FUME INFINITY MIAMI MINT,4182172838,6941821728381,2,21.0,NICOTINE VAPES
FUME POUCHES 6MG COFFEE,9999800152,9999800152,3,6.99,TOBACCO PRODUCTS
FUME POUCHES 6MG COOL MINT,9999800153,9999800153,1,6.99,TOBACCO PRODUCTS
FUME ULTRA PINEAPPLE ICE,"9999800156, 7471014464",6974710144641,4,16.0,NICOTINE VAPES
FUSION GUMMIES RASPBERRY PEACH,9999800157,9999800157,0,8.31,EDIBLES
FUSION GUMMIES SOUR BLUE RASPBERRY,9999800158,9999800158,0,7.99,EDIBLES
FUSION GUMMIES SOUR CHERRY,9999800159,9999800159,0,7.99,EDIBLES
FUSION GUMMIES WATERMELON,9999800160,9999800160,0,8.31,EDIBLES
GAME LEAF NATURAL CIGARS,9999800162,9999800162,12,1.99,TOBACCO PRODUCTS
GEEKBAR X 25K ATL MINT,1016428185,810164281852,0,30.0,NICOTINE VAPES
GEEKBAR X 25K BLACKBERRY BLUEBERRY,1012543992,810125439926,4,30.0,NICOTINE VAPES
GEEKBAR X 25K ORANGE FCUKING FAB,1012543836,810125438363,0,30.0,NICOTINE VAPES
GEEKBAR X 25K MIAMI MINT,"1012543838, 1012543924",810125438387,1,30.0,NICOTINE VAPES
GEEKBAR X 25K RASPBERRY PEACH LIME,1012543826,810125438264,0,30.0,NICOTINE VAPES
GEEKBAR X 25K SOUR MANGO PINEAPPLE,1012543820,810125438202,3,30.0,NICOTINE VAPES
GEEKBAR X 25K STRAWBERRY B-POP,1012543832,810125438325,0,30.0,NICOTINE VAPES
GEEKBAR X 25K STRAWBERRY PINA COLADA,1012543994,810125439940,5,30.0,NICOTINE VAPES
GEEKBAR X 25K WATERMELON ICE,1012543842,810125438424,0,30.0,NICOTINE VAPES
GEEKBAR 15K COOL MINT,1016428093,810164280930,3,25.0,NICOTINE VAPES
GEEKBAR 15K FROZEN WHITE GRAPE,9999800174,9999800174,0,25.0,NICOTINE VAPES
GEEKBAR 15K SOUR WATERMELON DROP,1016428084,810164280848,0,25.0,NICOTINE VAPES
CUVIE GLAZE BLACK WINTER,"9999800181, 3710548070",6937105480700,4,25.0,NICOTINE VAPES
HABIT SYRUP DELTA 9,9999800192,9999800192,0,36.39,EDIBLES
HEISENBER 6MG SOUR APPLE MENTHOL,5317637862,53176378626,1,15.0,VAPE JUICES
HEISENBERG 0MG BLGN WAFFLES,5317637847,053176378473,0,15.0,VAPE JUICES
HEISENBERG 3MG BLGN WAFFLES,5317637848,53176378480,0,15.0,VAPE JUICES
HEISENBERG 3MG LEMON SOUR,5317637823,53176378237,1,15.0,VAPE JUICES
HEISENBERG 3MG ORIGINAL,5317636107,53176361079,2,15.0,VAPE JUICES
HEISENBERG 3MG SOUR APPLE,5317637856,053176378565,0,15.0,VAPE JUICES
HI DRIP 3MG NECTARINE LYCHEE ICED,5001399794,850013997947,2,15.99,VAPE JUICES
HOOKAH ADAPTER,9999800215,9999800215,1,5.2,HOOKAH RELATED
HOOKAH BOWL,9999800216,9999800216,0,5.2,HOOKAH RELATED
HOOKAH DUAL HOSE RED,9999800217,9999800217,1,119.02,HOOKAH RELATED
HOOKAH BULB BRONZE,1682200037,16822000371,0,82.8,HOOKAH RELATED
HOOKAH STATION GROOM,6957770623,769577706233,0,70.0,HOOKAH RELATED
HOOKAH TIPS BAG,"9999800219, 1174597355",711745973558,2,5.99,HOOKAH RELATED
HOOKAH TRAVEL,1682390817,16823908171,1,93.15,HOOKAH RELATED
IGET BLACKBERRY POMEGRANATE CHERRY ICE,3692763411,6936927634117,4,20.0,NICOTINE VAPES
IGET CHERRY POMEGRANATE,3692763410,6936927634100,5,20.0,NICOTINE VAPES
IGET CLASSIC TOBACCO,3692764264,6936927642648,1,20.0,NICOTINE VAPES
IGET DOUBLE APPLE,3692763401,6936927634018,1,20.0,NICOTINE VAPES
IGET PASSION FRUIT ORANGE GUAVA,3692763416,6936927634162,4,20.0,NICOTINE VAPES
IGET STRAWBERRY KIWI,3692763404,6936927634049,0,20.0,NICOTINE VAPES
IGET STRAWBERRY WATERMELON,3692763403,6936927634032,0,20.0,NICOTINE VAPES
IGET WATERMELON BLUEBERRY,3692763412,6936927634124,0,20.0,NICOTINE VAPES
ISLAND GIRL THCO HHC PRE-ROLL,9999800225,9999800225,3,12.48,"THCA RELATED: Flower, Carts & Vapes"
ISLAND GIRL FLOWER 3.5G JAR,9999800224,9999800224,1,26.0,"THCA RELATED: Flower, Carts & Vapes"
JACK HERER THC GUMMIES,9999800226,9999800226,0,7.0,EDIBLES
JEETER DISPOSABLE HYBRID ULTRA BANANA 3G,1620231620,816202316203,0,31.2,"THCA RELATED: Flower, Carts & Vapes"
JEETER DISPOSABLE SATIVA TANGERINE SUNSHINE 3G,1420231520,814202315202,0,31.2,"THCA RELATED: Flower, Carts & Vapes"
JOINT TO GO,Joint To Go,,1,5.2,"THCA RELATED: Flower, Carts & Vapes"
JUST EXOTIC 4000MG BLUE RASPBERRY,9999800229,9999800229,1,21.83,EDIBLES
KK_ADAM'S APPLE,9999800232,9999800232,6,20.8,NICOTINE VAPES
KK_BLACK ICE,9999800233,9999800233,7,20.8,NICOTINE VAPES
KK_BLUE ICE,9999800234,9999800234,9,20.8,NICOTINE VAPES
KK_IBIZA ISLAND,9999800235,9999800235,5,20.8,NICOTINE VAPES
KK_JAFFA,9999800236,9999800236,8,20.8,NICOTINE VAPES
KK_KIKI LOVE,9999800237,9999800237,8,20.8,NICOTINE VAPES
KK_MIGHTY MINT,9999800238,9999800238,10,20.8,NICOTINE VAPES
KK_SANTORINI SUNSET,9999800239,9999800239,7,20.8,NICOTINE VAPES
KK_SULTANA,9999800240,9999800240,6,20.8,NICOTINE VAPES
KK_ZEUS,9999800241,9999800241,5,20.8,NICOTINE VAPES
LOCO BUDZ 300MG GUMMIES CHERRY,9999800255,9999800255,7,5.0,EDIBLES
LOCO BUDZ 300MG GUMMIES GREEN APPLE,2492732929,324927329298,5,5.0,EDIBLES
LOOPER DISPOSABLE,9999800257,9999800257,42,36.4,"THCA RELATED: Flower, Carts & Vapes"
LOOPER DOSED GUMMIES BAG,9999800258,9999800258,1,26.0,EDIBLES
MASTER FUNGI GUMMIES,5201930714,152019307141,0,35.0,EDIBLES
MEDIBLES GUMMY CANDY,9999800274,9999800274,1,13.5,EDIBLES
MINTS JUICE 3MG PEPPERMINT,7952396518,679523965181,2,20.8,VAPE JUICES
MINTS JUICE 3MG SPEARMINT 2X60ML,"2920511018, 7952396516",679523965167,1,20.0,VAPE JUICES
MINTS JUICE 6MG PEPPERMINT,7952396528,679523965280,1,20.0,VAPE JUICES
MOCHI GUMMIES 10PK HAWAIIAN PUNCH,3511201013,735112010134,6,26.99,EDIBLES
MOCHI GUMMIES 10PK PASSION GUAVA,3511201037,735112010370,0,26.99,EDIBLES
MOCHI CHEW MEGADOSE 1PK,3511201073,735112010738,2,9.99,EDIBLES
NAKED 50MG MINT,2189384015,021893840153,1,15.6,VAPE JUICES
NAKED 6MG- LAVA FLOW,9999800291,9999800291,1,18.72,VAPE JUICES
NAKED 6MG- REALLY BERRY,9999800293,9999800293,2,18.72,VAPE JUICES
NAKED SALT 35MG-REALLY BERRY,9999800294,9999800294,1,15.6,VAPE JUICES
PIXIE DUST 4G BLUE 2USHI PEN,6102837183,5061028371836,0,36.0,"THCA RELATED: Flower, Carts & Vapes"
POD JUICE 3MG JEWEL MINT SAPHHIRE,0000306143,100003061432,0,18.0,VAPE JUICES
POD JUICE 6MG MANGO STRAWBERRY DRAGON,0000306192,100003061920,0,18.72,VAPE JUICES
PULSE THC HYBRID OG BANANA SQUIRT,1499811293,614998112937,0,25.0,"THCA RELATED: Flower, Carts & Vapes"
PULSE THC INDICA RAZZ RUNTZ,1499811291,614998112913,1,43.47,"THCA RELATED: Flower, Carts & Vapes"
PURO KING PREROLLS,9999800339,9999800339,24,15.6,"THCA RELATED: Flower, Carts & Vapes"
PULSE THC SATIVA SUPER LEMON DIESEL,1499811299,614998112999,0,43.47,"THCA RELATED: Flower, Carts & Vapes"
QUICK DELTA POWDER,9999800342,9999800342,2,62.4,"THCA RELATED: Flower, Carts & Vapes"
RAZ 9K DAY CRAWLER,7031364356,6970313643567,0,30.0,NICOTINE VAPES
RAZ LTX 25K BLACK CHERRY PEACH,"9999800352, 7286650790",6972866507907,0,35.0,NICOTINE VAPES
RAZ LTX 25K CHERRY STRAPPLE,7286650784,6972866507846,0,35.0,NICOTINE VAPES
RAZ LTX 25K CLEAR DIAMOND,7286650740,6972866507402,0,35.0,NICOTINE VAPES
RAZ LTX 25K FROZEN BANANA,7277797170,6972866507488,5,35.0,NICOTINE VAPES
RAZ LTX 25K FROZEN CHERRY APPLE,7286650750,6972866507501,0,35.0,NICOTINE VAPES
RAZ LTX 25K MIAMI MINT,"7286650770, 7827153173, 7826966035",6978269660355,2,35.0,NICOTINE VAPES
RAZ LTX 25K NEW YORK MINT,"9999800355, 7286650664",6972866506641,0,35.0,NICOTINE VAPES
RAZ LTX 25K NIGHT CRAWLER,7286650762,6972866507624,0,35.0,NICOTINE VAPES
RAZ LTX 25K ORANGE MANGO,7286650991,6972866509918,0,35.0,NICOTINE VAPES
RAZ LTX 25K PINK LEMONADE MINTY,7286650666,6972866506665,0,35.0,NICOTINE VAPES
RAZ LTX 25K SOUR WATERMELON PEACH,7286650780,6972866507808,0,35.0,NICOTINE VAPES
RAZ LTX 25K WATERMELON ICE,7286650782,6972866507822,1,35.0,NICOTINE VAPES
RAZ 9K WHITE GUMMY WATERMELON,7598405514,6975984055145,0,30.0,NICOTINE VAPES
REALWOODS 5PK BANANA,9999800359,9999800359,8,6.21,TOBACCO PRODUCTS
REALWOODS 5PK NAKED ORIGINAL,9999800361,9999800361,7,6.21,VAPE JUICES
REALWOODS 5PK ITALIAN GELATO,9999800360,9999800360,7,6.21,TOBACCO PRODUCTS
SAD BOY 3MG BLUEBERRY JAM,8004289271,780042892718,2,17.0,VAPE JUICES
SHARK HOOKAH FOIL ROUNDED 5.5INCHES,2540261259,8425402612590,17,4.0,HOOKAH RELATED
SHROOMZ GUMMIES 1000MG MIXED BERRIES,7744346624,977443466246,1,8.3,EDIBLES
SHROOMZ GUMMIES 1000MG PINEAPPLE MANGO,7744346621,977443466215,0,8.3,EDIBLES
SMAKD CARTS 2GR HYBRID LEMON RUNTZ,8834522309,288345223098,1,25.0,"THCA RELATED: Flower, Carts & Vapes"
SMAKD CONCENTRATE 2G HYBRID LA KUSH CAKE,2076777012,720767770120,0,35.0,"THCA RELATED: Flower, Carts & Vapes"
SMAKD CARTS 2GR INDICA PURPLE OCTANE,8834522307,288345223074,0,25.0,"THCA RELATED: Flower, Carts & Vapes"
SMAKD CARTS 2GR SATIVA TANGIE,8834522301,288345223012,10,25.0,"THCA RELATED: Flower, Carts & Vapes"
SMAKD GUMMIES 2500MG GRAPE,9553223555,795532235555,2,25.0,EDIBLES
STARBUZZ TOBACCO CHARCOAL,4724401845,847244018459,2,3.0,HOOKAH RELATED
STRIKE THCA INDICA 2.5 GR,2659762684,726597626842,0,30.0,"THCA RELATED: Flower, Carts & Vapes"
SWISHER SWEETS PEACH,"2590020424, 2590020430",025900204303,15,1.5,TOBACCO PRODUCTS
SWEET LYFE BABY JOINTS,9999800438,9999800438,85,6.24,"THCA RELATED: Flower, Carts & Vapes"
TEQUILA VAPE BLUE RAZZ BEAR,7395647462,6973956474628,0,20.0,NICOTINE VAPES
THC LOLLIPOS,9999800443,9999800443,0,3.11,EDIBLES
TOBACCO MONSTER JUICE,9999800454,9999800454,1,20.8,VAPE JUICES
TORCH PRESSURE 3.5GR SATIVA LYCHEE MARTINI,1014247875,810142478755,0,26.0,"THCA RELATED: Flower, Carts & Vapes"
TREE O FIVE PREROLL,9999800459,9999800459,1,10.4,"THCA RELATED: Flower, Carts & Vapes"
TRE HOUSE MAGIC MUSH BLUE RASPBERRY,1013537125,810135371254,0,30.0,EDIBLES
TRE HOUSE MAGIC MUSH WATERMELON WONDER,1013537015,810135370158,0,30.0,EDIBLES
URB CART 2GR HYBRID SHERBLATO *SALE*,1008884698,810088846984,3,20.0,"THCA RELATED: Flower, Carts & Vapes"
URB CART 2GR INDICA BLUEBERRY COOKIES *SALE*,1008884705,810088847059,5,20.0,"THCA RELATED: Flower, Carts & Vapes"
UV_COOL MINT,9999800477,9999800477,9,16.64,NICOTINE VAPES
UV_GRAPE,9999800478,9999800478,8,16.64,NICOTINE VAPES
UV_LEMONADE ICE,9999800479,9999800479,8,16.64,NICOTINE VAPES
UV_LUSH ICE,9999800480,9999800480,5,16.64,NICOTINE VAPES
UV_LYCHEE ICE,9999800481,9999800481,6,16.64,NICOTINE VAPES
UV_MANGO,9999800482,9999800482,8,16.64,NICOTINE VAPES
UV_MIXED BERRIES,9999800483,9999800483,7,16.64,NICOTINE VAPES
UV_PINA COLADA,9999800484,9999800484,8,16.64,NICOTINE VAPES
UV_STRAWBERRY BANANA,9999800485,9999800485,10,16.64,NICOTINE VAPES
UV_STRAWBERRY WATERMELON,9999800486,9999800486,9,16.64,NICOTINE VAPES
VAPOR HOOKAH LED HOSE,9999800490,9999800490,0,46.8,HOOKAH RELATED
VAYU DELTA FLOWER 3.5G,9999800491,9999800491,6,29.12,"THCA RELATED: Flower, Carts & Vapes"
VAYU DELTA FLOWER 7G,9999800492,9999800492,2,46.8,"THCA RELATED: Flower, Carts & Vapes"
VAYU SINGLE GUMMIES,9999800493,9999800493,0,2.0,EDIBLES
VAYU THCO 1G DISP SOUR DIESEL,9999800495,9999800495,0,20.8,"THCA RELATED: Flower, Carts & Vapes"
VAYU THCO 1G DISP HARDCORE OG,9999800494,9999800494,0,20.8,"THCA RELATED: Flower, Carts & Vapes"
VAYU THCO 1G DISP SOUR TANGIE,9999800496,9999800496,0,20.8,"THCA RELATED: Flower, Carts & Vapes"
VAYU THCO 1G DISP WEDDING CAKE,9999800497,9999800497,1,20.8,"THCA RELATED: Flower, Carts & Vapes"
VAYU THCO 2.5G DISP PURPLE,9999800498,9999800498,0,26.0,"THCA RELATED: Flower, Carts & Vapes"
