Name,StockCode,UPC,QtyOnHand,UnitPrice,Category
RAZ 9K CLEAR,7598405520,6975984055206,0,27.0,NICOTINE VAPES
RAZ 9K TOBACCO,7598405522,6975984055220,3,27.0,NICOTINE VAPES
RAZ 9K GEORGIA PEACH,7598405564,6975984055640,5,27.0,NICOTINE VAPES
RAZ 9K BLACK CHERRY PEACH,7598405750,6975984057507,5,27.0,NICOTINE VAPES
RAZ 9K SOUR MANGO PINEAPPLE,7598405752,6975984057521,0,27.0,NICOTINE VAPES
RAZ 9K TROPICAL STORM,7598405754,6975984057545,0,27.0,NICOTINE VAPES
FUME EXTRA CLEAR,7471014412,6974710144122,3,13.0,NICOTINE VAPES
FUME INFINITY GRAPE ICE,"7330411707, 4182173075",6973304117078,5,21.0,NICOTINE VAPES
FUME INFINITY MIAMI MINT,4182172838,6941821728381,1,21.0,NICOTINE VAPES
FUME ULTRA PINEAPPLE ICE,"9999800156, 7471014464",6974710144641,11,16.0,NICOTINE VAPES
GEEKBAR X 25K ATL MINT,1016428185,810164281852,0,30.0,NICOTINE VAPES
GEEKBAR X 25K BLACKBERRY BLUEBERRY,1012543992,810125439926,2,30.0,NICOTINE VAPES
GEEKBAR X 25K ORANGE FCUKING FAB,1012543836,810125438363,0,30.0,NICOTINE VAPES
GEEKBAR X 25K MIAMI MINT,"1012543838, 1012543924",810125438387,6,30.0,NICOTINE VAPES
GEEKBAR X 25K RASPBERRY PEACH LIME,1012543826,810125438264,0,30.0,NICOTINE VAPES
GEEKBAR X 25K SOUR MANGO PINEAPPLE,1012543820,810125438202,3,30.0,NICOTINE VAPES
GEEKBAR X 25K STRAWBERRY B-POP,1012543832,810125438325,0,30.0,NICOTINE VAPES
GEEKBAR X 25K STRAWBERRY COLADA,1012543994,810125439940,4,30.0,NICOTINE VAPES
GEEKBAR X 25K WATERMELON ICE,1012543842,810125438424,3,30.0,NICOTINE VAPES
GEEKBAR 15K COOL MINT,1016428093,810164280930,5,26.0,NICOTINE VAPES
GEEKBAR 15K FROZEN WHITE GRAPE,9999800174,9999800174,0,26.0,NICOTINE VAPES
GEEKBAR 15K SOUR WATERMELON DROP,1016428084,810164280848,0,26.0,NICOTINE VAPES
RAW CONE 20PK CLASSIC BLACK KING,1616529730,716165297307,4,12.99,"Rolling Paper,Cones, Tips and Wraps"
RAW CONE 20PK CLASSIC KING,1616529683,716165296836,4,12.0,"Rolling Paper,Cones, Tips and Wraps"
RAZ 9K DAY CRAWLER,7031364356,6970313643567,0,27.0,NICOTINE VAPES
RAZ LTX 25K BLACK CHERRY PEACH,"9999800352, 7286650790",6972866507907,0,32.0,NICOTINE VAPES
RAZ LTX 25K CHERRY STRAPPLE,7286650784,6972866507846,0,32.0,NICOTINE VAPES
RAZ LTX 25K CLEAR DIAMOND,7286650740,6972866507402,0,32.0,NICOTINE VAPES
RAZ LTX 25K FROZEN BANANA,7277797170,6972866507488,5,32.0,NICOTINE VAPES
RAZ LTX 25K FROZEN CHERRY APPLE,7286650750,6972866507501,0,32.0,NICOTINE VAPES
RAZ LTX 25K MIAMI MINT,"7286650770, 7827153173, 7826966035",6972866507709,2,32.0,NICOTINE VAPES
RAZ LTX 25K NEW YORK MINT,"9999800355, 7286650664, 7826966034",6972866506641,5,32.0,NICOTINE VAPES
RAZ LTX 25K NIGHT CRAWLER,"7286650762, 7826966044",6978269660447,2,32.0,NICOTINE VAPES
RAZ LTX 25K ORANGE MANGO,7286650991,6972866509918,0,32.0,NICOTINE VAPES
RAZ LTX 25K PINK LEMONADE MINTY O'S,7286650666,6972866506665,0,32.0,NICOTINE VAPES
RAZ LTX 25K SOUR WATERMELON PEACH,7286650780,6972866507808,0,32.0,NICOTINE VAPES
RAZ LTX 25K WATERMELON ICE,7286650782,6972866507822,1,32.0,NICOTINE VAPES
RAZ 9K WHITE GUMMY WATERMELON,7598405514,6975984055145,0,27.0,NICOTINE VAPES
ZYN 6MG COOL MINT,9999800527,9999800527,5,9.99,TOBACCO PRODUCTS
RAZ LTX 25K WINTERGREEN,"7286650764, 7277797154",6972777971545,4,32.0,NICOTINE VAPES
RAZ LTX 25K SOUR APPLE ICE,7286650668,6972866506689,0,32.0,NICOTINE VAPES
FUME INFINITY TROPICAL PUNCH,4182173368,6941821733682,3,21.0,NICOTINE VAPES
ZYN 6MG COOL MINT,0924990003,609249900036,3,9.99,TOBACCO PRODUCTS
RAZ LTX 25K STRAWBERRY BURST,"7286650756, 7826966042",6978269660423,0,32.0,NICOTINE VAPES
RAZ 9K STRAWBERRY WATERMELON,7031364211,6970313642119,0,27.0,NICOTINE VAPES
RAZ LTX 25K CLEAR SAPPHIRE,"7286650816, 7277797156",6972777971569,2,32.0,NICOTINE VAPES
GEEKBAR X 25K STRAWBERRY WATERMELON,1016428177,810164281777,0,30.0,NICOTINE VAPES
RAZ LTX 25K FROZEN RASPBERRY WATERMELON,7286650746,6972866507464,0,32.0,NICOTINE VAPES
RAZ LTX 25K STRAWBERRY ORANGE THANG,"7286650760, 7598405684",6972866507600,0,32.0,NICOTINE VAPES
RAZ LTX 25K TRIPLE BERRY GUSH,7031364876,6970313648760,0,32.0,NICOTINE VAPES
ZYN 6MG CITRUS,0924990702,609249907028,3,9.99,TOBACCO PRODUCTS
GEEKBAR X 25K COOL MINT,1012543998,810125439988,7,30.0,NICOTINE VAPES
RAZ LTX 25K STRAWBERRY PEACH GUSH,7031364844,6970313648449,0,32.0,NICOTINE VAPES
FUME ULTRA TROPICAL FRUIT,7471014485,6974710144856,10,16.0,NICOTINE VAPES
RAZ 9K BLUE RAZ B-POP,7031364140,6970313641402,0,27.0,NICOTINE VAPES
RAZ LTX 25K BLUE RAZ ICE,"7286650768, 7826966059, 9011000070",6978269660591,2,32.0,NICOTINE VAPES
GEEKBAR X 25K PEACH PERFECT SLUSH,1016428268,810164282682,2,30.0,NICOTINE VAPES
RAZ LTX 25K BLUE RAZ GUSH,7031364858,6970313648586,0,32.0,NICOTINE VAPES
GEEKBAR X 25K ORANGE SLUSH,1016428274,810164282743,5,30.0,NICOTINE VAPES
GEEKBAR X 25K GRAPE SLUSH,1016428276,810164282767,5,30.0,NICOTINE VAPES
RAZ 9K STRAWBERRY ORANGE MANGO,7031364139,6970313641396,0,27.0,NICOTINE VAPES
FUME EXTRA MIAMI MINT,7471014668,6974710146683,7,13.0,NICOTINE VAPES
RAZ LTX 25K BLUEBERRY PUNCH,"7827153002, 7277797142",6972777971422,0,32.0,NICOTINE VAPES
CUVIE PLUS BLUEBERRY LEMONADE,7382670122,6973826701229,5,14.99,NICOTINE VAPES
RAZ LTX 25K TROPICAL GUSH,7031364856,6970313648562,0,32.0,NICOTINE VAPES
RAZ LTX 25K SOUR RASPBERRY PUNCH,7827153006,6978271530066,0,32.0,NICOTINE VAPES
GEEKBAR 15K BLUE RAZZ ICE,1012543592,810125435928,6,26.0,NICOTINE VAPES
CUVIE PLUS TRIPLE BERRY,2374201546,6923742015467,5,14.99,NICOTINE VAPES
CUVIE PLUS STRAWBERRY,7157899428,6971578994289,3,14.99,NICOTINE VAPES
CUVIE PLUS SOUR APPLE ICE,2374201534,6923742015344,5,14.99,NICOTINE VAPES
CUVIE PLUS MEXICAN MANGO,2374201525,6923742015252,5,14.99,NICOTINE VAPES
GEEKBAR X 25K STRAWBERRY JAM,1016428324,810164283245,0,30.0,NICOTINE VAPES
CUVIE MARS BLACK DRAGON,3710542628,6937105426289,3,20.0,NICOTINE VAPES
FUME EXTRA PINK LEMONADE,7471014384,6974710143842,9,13.0,NICOTINE VAPES
RAZ LTX 25K ZERO NICOTINE STRAWBERRY BURST,7286650296,6972866502964,0,32.0,NICOTINE VAPES
RAZ 9K ZERO NICOTINE STRAWBERRY ICE,7598405986,6975984059860,0,27.0,NICOTINE VAPES
CUVIE PLUS TOBACCO,"7382670819, 2374201975",6923742019755,4,14.99,NICOTINE VAPES
FUME ULTRA POLAR ICE,7471014730,6974710147307,2,16.0,NICOTINE VAPES
CUVIE PLUS SKY MINT,"7382670493, 2374202947",6973826704930,6,14.99,NICOTINE VAPES
RAZ LTX 25K FROZEN DRAGONFRUIT LEMON,7286650744,6972866507440,3,32.0,NICOTINE VAPES
FUME INFINITY STRAWBERRY WATERMELON,"4182172000, 7330411701",6941821720002,4,21.0,NICOTINE VAPES
GEEKBAR 15K STRAWBERRY MANGO,1012543476,810125434761,2,26.0,NICOTINE VAPES
GEEKBAR 15K PINEAPPLE SAVERS,1016428374,810164283740,1,26.0,NICOTINE VAPES
GEEKBAR 15K FROZEN BLACKBERRY FAB,1012543908,810125439087,0,26.0,NICOTINE VAPES
RAZ LTX 25K ICED BLUE DRAGON,"7286650758, 7826966057",6978269660577,2,32.0,NICOTINE VAPES
GEEKBAR X 25K BLUEBERRY JAM,1016428320,810164283207,0,30.0,NICOTINE VAPES
GEEKBAR X 25K BANANA TAFFY FREEZE,1012543818,810125438189,4,30.0,NICOTINE VAPES
GEEKBAR 15K WILD BERRY SAVERS,1016428376,810164283764,4,26.0,NICOTINE VAPES
RAZ LTX 25K GEORGIA PEACH,"7286650774, 7826966037, 9011000102",8990110001023,2,32.0,NICOTINE VAPES
FUME INFINITY BLUEBERRY MINT,4182171944,6941821719440,11,21.0,NICOTINE VAPES
GEEKBAR X 25K BLACKBERRY B-BURST,1012543830,810125438301,0,30.0,NICOTINE VAPES
GEEKBAR X 25K LEMON HEADS,1012543816,810125438165,0,30.0,NICOTINE VAPES
GEEKBAR 15K B-BURST,1012543596,810125435966,2,26.0,NICOTINE VAPES
GEEKBAR 15K STRAWBERRY BANANA,1012543478,810125434785,3,26.0,NICOTINE VAPES
GEEKBAR 15K DRAGON MELON,1012543676,810125436765,1,26.0,NICOTINE VAPES
RAZ 9K ZERO NICOTINE MIAMI MINT,7598405992,6975984059921,0,27.0,NICOTINE VAPES
ZYN 3MG SMOOTH,0924991401,609249914019,3,9.99,TOBACCO PRODUCTS
RAZ 9K WHITE YUMMY GRAPE,7031364137,6970313641372,0,27.0,NICOTINE VAPES
GEEKBAR 15K STRAWBERRY SAVERS,1016428372,810164283726,1,26.0,NICOTINE VAPES
GEEKBAR 15K BLACK CHERRY,1012543675,810125436758,7,26.0,NICOTINE VAPES
GEEKBAR X 25K WILD CHERRY SLUSH,1016428272,810164282729,0,30.0,NICOTINE VAPES
GEEKBAR X 25K ORANGE JAM,1016428322,810164283221,4,30.0,NICOTINE VAPES
GEEKBAR 15K PINK LEMONADE,1012543488,810125434884,1,26.0,NICOTINE VAPES
GEEKBAR X 25K WHITE PEACH RASPBERRY,1012543996,810125439964,1,30.0,NICOTINE VAPES
GEEKBAR X 25K SOUR FCUKING FAB,1012543834,810125438349,3,30.0,NICOTINE VAPES
RAZ LTX 25K WHITE GRAPE GUSH,9011000106,8990110001061,0,32.0,NICOTINE VAPES
GEEKBAR 15K RASPBERRY WATERMELON,1016428660,810164286604,1,26.0,NICOTINE VAPES
GEEKBAR 15K PEACH LEMONADE,1016428666,810164286666,3,26.0,NICOTINE VAPES
GEEKBAR 15K STRAWBERRY KIWI,1016428658,810164286581,0,26.0,NICOTINE VAPES
RAZ LTX 25K ORANGE PINEAPPLE PUNCH,7826966085,6978269660850,9,32.0,NICOTINE VAPES
RAZ LTX 25K TRIPLE BERRY PUNCH,7826966078,6978269660782,4,32.0,NICOTINE VAPES
RAZ LTX 25K STRAWBERRY KIWI PEAR,7277797176,6972777971767,3,32.0,NICOTINE VAPES
RAZ LTX 25K HAWAIIAN PUNCH,"7826966088, 9011000128",6978269660881,0,32.0,NICOTINE VAPES
RAZ LTX 25K STRAWBERRY PEACH GUSH,7826966053,6978269660539,2,32.0,NICOTINE VAPES
RAZ LTX 25K SOUR APPLE ICE,7826966070,6978269660706,3,32.0,NICOTINE VAPES
GEEKBAR X 25K BLUE RAZZ ICE,1012543840,810125438400,3,35.0,NICOTINE VAPES
CUVIE PLUS PINEAPPLE ICE,7157899429,0000,6,14.99,NICOTINE VAPES
RAZ 9K GRAPE ICE,9011000012,0000,5,27.0,NICOTINE VAPES
CUVIE PLUS LUXURY MINT,2374201519,6923742015191,6,14.0,NICOTINE VAPES
